Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132
130260305140333;1;640;640;628;0;12;465;35;59;0;66;15;179;104;0;357;617;22;443;25;19;14;94;23;391;338;45;8;0;249;623;548;75;11;0;6;0;0;634;622;12;6;399;33;190;318;318;311;0;7;224;21;32;0;32;9;90;55;0;173;308;11;217;14;11;9;46;10;194;164;26;4;0;124;307;268;39;7;0;4;0;0;315;311;4;3;199;19;93;322;322;317;0;5;241;14;27;0;34;6;89;49;0;184;309;11;226;11;8;5;48;13;197;174;19;4;0;125;316;280;36;4;0;2;0;0;319;311;8;3;200;14;97
130260305140334;1;743;743;654;55;34;615;0;124;0;4;0;435;285;0;23;732;411;3;278;0;40;0;11;732;584;116;28;4;11;743;743;0;0;0;0;0;0;743;743;0;0;333;5;405;367;367;333;21;13;314;0;51;0;2;0;219;137;0;11;363;214;0;126;0;23;0;4;363;283;66;13;1;4;367;367;0;0;0;0;0;0;367;367;0;0;165;1;201;376;376;321;34;21;301;0;73;0;2;0;216;148;0;12;369;197;3;152;0;17;0;7;369;301;50;15;3;7;376;376;0;0;0;0;0;0;376;376;0;0;168;4;204
130260305140335;1;666;666;666;0;0;610;0;51;0;5;0;644;18;0;4;666;648;14;0;0;4;0;0;652;612;30;10;0;14;666;666;0;0;0;0;0;0;666;666;0;0;660;2;4;324;324;324;0;0;294;0;28;0;2;0;312;9;0;3;324;313;10;0;0;1;0;0;321;302;13;6;0;3;324;324;0;0;0;0;0;0;324;324;0;0;320;1;3;342;342;342;0;0;316;0;23;0;3;0;332;9;0;1;342;335;4;0;0;3;0;0;331;310;17;4;0;11;342;342;0;0;0;0;0;0;342;342;0;0;340;1;1
130260305140336;1;609;609;606;0;0;596;0;11;0;2;0;592;15;0;2;609;7;598;0;4;0;0;0;606;535;51;20;0;3;595;595;0;6;0;8;0;0;609;609;0;0;487;0;122;262;262;261;0;0;255;0;6;0;1;0;253;8;0;1;262;3;257;0;2;0;0;0;261;223;28;10;0;1;256;256;0;3;0;3;0;0;262;262;0;0;207;0;55;347;347;345;0;0;341;0;5;0;1;0;339;7;0;1;347;4;341;0;2;0;0;0;345;312;23;10;0;2;339;339;0;3;0;5;0;0;347;347;0;0;280;0;67
130260305140337;1;718;718;714;4;0;638;13;41;0;0;26;505;34;0;179;695;317;343;29;4;0;2;23;651;583;68;0;0;67;689;685;4;7;0;18;4;0;707;703;4;11;211;17;475;356;356;353;3;0;313;7;23;0;0;13;243;20;0;93;344;162;163;15;2;0;2;12;321;281;40;0;0;35;341;340;1;2;0;10;3;0;349;347;2;7;107;7;233;362;362;361;1;0;325;6;18;0;0;13;262;14;0;86;351;155;180;14;2;0;0;11;330;302;28;0;0;32;348;345;3;5;0;8;1;0;358;356;2;4;104;10;242
130260305140338;1;857;857;768;11;76;645;15;167;6;24;0;520;219;0;118;847;576;234;29;2;0;6;10;798;598;170;26;4;59;857;851;6;0;0;0;0;0;857;853;4;0;438;86;329;422;422;374;6;42;318;8;85;2;9;0;259;110;0;53;419;288;109;17;2;0;3;3;398;302;83;10;3;24;422;420;2;0;0;0;0;0;422;421;1;0;218;42;161;435;435;394;5;34;327;7;82;4;15;0;261;109;0;65;428;288;125;12;0;0;3;7;400;296;87;16;1;35;435;431;4;0;0;0;0;0;435;432;3;0;220;44;168
130260305140339;1;692;692;605;74;3;558;0;119;0;15;0;439;191;0;62;692;310;8;78;3;293;0;0;682;606;63;1;12;10;641;641;0;21;0;0;30;0;692;639;53;0;264;5;370;345;345;301;36;1;280;0;60;0;5;0;215;97;0;33;345;160;3;34;1;147;0;0;338;302;29;1;6;7;318;318;0;9;0;0;18;0;345;318;27;0;122;2;194;347;347;304;38;2;278;0;59;0;10;0;224;94;0;29;347;150;5;44;2;146;0;0;344;304;34;0;6;3;323;323;0;12;0;0;12;0;347;321;26;0;142;3;176
130260305140340;1;867;867;820;8;3;755;0;85;0;27;0;725;115;0;27;852;461;94;297;0;0;0;15;721;562;118;35;6;146;867;867;0;0;0;0;0;0;867;867;0;0;358;84;425;445;445;416;6;1;385;0;48;0;12;0;375;56;0;14;436;236;52;148;0;0;0;9;371;289;59;20;3;74;445;445;0;0;0;0;0;0;445;445;0;0;188;45;212;422;422;404;2;2;370;0;37;0;15;0;350;59;0;13;416;225;42;149;0;0;0;6;350;273;59;15;3;72;422;422;0;0;0;0;0;0;422;422;0;0;170;39;213
130260305140341;1;834;834;808;0;26;708;2;77;0;39;8;775;21;0;38;831;9;198;515;0;106;3;3;816;698;108;5;5;18;834;834;0;0;0;0;0;0;834;834;0;0;435;54;345;428;428;416;0;12;357;1;41;0;23;6;396;11;0;21;426;5;97;262;0;61;1;2;417;362;50;2;3;11;428;428;0;0;0;0;0;0;428;428;0;0;205;25;198;406;406;392;0;14;351;1;36;0;16;2;379;10;0;17;405;4;101;253;0;45;2;1;399;336;58;3;2;7;406;406;0;0;0;0;0;0;406;406;0;0;230;29;147
130260305140342;1;607;598;525;0;27;476;0;80;0;42;0;384;19;0;195;598;71;443;84;0;0;0;0;552;402;111;30;9;46;598;594;4;0;0;0;0;0;598;598;0;0;416;132;50;318;314;273;0;13;252;0;41;0;21;0;194;10;0;110;314;39;228;47;0;0;0;0;286;203;59;18;6;28;314;311;3;0;0;0;0;0;314;314;0;0;216;74;24;289;284;252;0;14;224;0;39;0;21;0;190;9;0;85;284;32;215;37;0;0;0;0;266;199;52;12;3;18;284;283;1;0;0;0;0;0;284;284;0;0;200;58;26
130260305140343;1;440;436;434;0;2;378;0;48;0;10;0;422;2;0;12;383;37;215;98;33;0;0;53;284;257;22;5;0;152;436;436;0;0;0;0;0;0;430;415;15;6;130;18;267;210;208;207;0;1;179;0;24;0;5;0;200;1;0;7;181;12;104;48;17;0;0;27;135;121;11;3;0;73;208;208;0;0;0;0;0;0;204;195;9;4;57;10;128;230;228;227;0;1;199;0;24;0;5;0;222;1;0;5;202;25;111;50;16;0;0;26;149;136;11;2;0;79;228;228;0;0;0;0;0;0;226;220;6;2;73;8;139
130260305140344;1;530;530;530;0;0;472;0;19;0;39;0;59;26;0;445;523;0;34;381;0;108;0;7;163;153;10;0;0;367;447;87;360;83;0;0;0;0;530;465;65;0;140;7;318;267;267;267;0;0;236;0;11;0;20;0;30;14;0;223;263;0;18;189;0;56;0;4;81;74;7;0;0;186;226;42;184;41;0;0;0;0;267;235;32;0;72;4;159;263;263;263;0;0;236;0;8;0;19;0;29;12;0;222;260;0;16;192;0;52;0;3;82;79;3;0;0;181;221;45;176;42;0;0;0;0;263;230;33;0;68;3;159
130260305140345;1;474;474;470;4;0;427;0;38;0;9;0;177;7;0;290;474;20;6;448;0;0;0;0;468;447;18;3;0;6;339;339;0;0;0;135;0;0;474;474;0;0;173;0;301;232;232;231;1;0;210;0;20;0;2;0;85;3;0;144;232;10;2;220;0;0;0;0;230;221;7;2;0;2;160;160;0;0;0;72;0;0;232;232;0;0;83;0;149;242;242;239;3;0;217;0;18;0;7;0;92;4;0;146;242;10;4;228;0;0;0;0;238;226;11;1;0;4;179;179;0;0;0;63;0;0;242;242;0;0;90;0;152
130260305140346;1;653;653;617;0;36;568;0;74;0;11;0;558;95;0;0;649;139;7;488;3;0;12;4;583;486;74;18;5;70;653;209;444;0;0;0;0;0;653;653;0;0;298;30;325;333;333;316;0;17;293;0;37;0;3;0;283;50;0;0;332;78;3;244;2;0;5;1;298;252;37;7;2;35;333;106;227;0;0;0;0;0;333;333;0;0;154;18;161;320;320;301;0;19;275;0;37;0;8;0;275;45;0;0;317;61;4;244;1;0;7;3;285;234;37;11;3;35;320;103;217;0;0;0;0;0;320;320;0;0;144;12;164
